title,pred_note_accuracy,pred_pitch_accuracy,pred_lyric_cer,SV2_note_accuracy,SV2_pitch_accuracy,SV2_lyric_cer,recorded_date
27,0.6609195402298851,0.8842592592592593,0.0958083832335329,0.0,0.8881172839571786,0.2994011976047904,2026/01/07 08:29:53
28,0.1188118811881188,0.6292517006802721,0.4514563106796116,0.0,0.916551020415394,0.2184466019417475,2026/01/07 08:30:55
29,0.0272108843537414,0.34375,0.2708333333333333,0.0,0.8727951388938099,0.2777777777777778,2026/01/07 08:32:14
30,0.1829268292682926,0.4625,0.1916167664670658,0.0,0.7810000000974348,0.4191616766467065,2026/01/07 08:33:03
31,0.4393939393939394,0.7455357142857143,0.1596638655462184,0.0,0.7721026786473518,0.1764705882352941,2026/01/07 08:33:34
32,0.3188405797101449,0.59375,0.1527093596059113,0.0,0.7478069851794885,0.2807881773399014,2026/01/07 08:34:53
33,0.037037037037037,0.3085106382978723,0.2285714285714285,0.0,0.6615638297947726,0.16,2026/01/07 08:35:50
34,0.3738317757009345,0.8673469387755102,3.7401574803149606,0.0,0.8874999996673839,0.4251968503937008,2026/01/07 08:38:11
35,0.051063829787234,0.1776315789473684,0.1559633027522936,0.0,0.2861461988366253,0.5596330275229358,2026/01/07 08:39:11
36,0.5409836065573771,0.8168103448275862,0.125,0.0,0.8391914511616428,0.375,2026/01/07 08:40:19
37,0.0517241379310344,0.5882352941176471,0.1161290322580645,0.0,0.8505698528647571,0.5483870967741935,2026/01/07 08:41:20
38,0.0030211480362537,0.3176229508196721,0.2839506172839506,0.0,0.3129610656434705,0.4320987654320987,2026/01/07 08:42:25
39,0.3314606741573033,0.72,0.3270440251572327,0.0,0.8773102777210884,0.4465408805031446,2026/01/07 08:43:56
40,0.0495626822157434,0.3842592592592592,0.1301587301587301,0.0,0.8579529323284097,0.365079365079365,2026/01/07 08:44:54
41,0.5,0.78125,2.543010752688172,0.0,0.8901666666607615,0.3494623655913978,2026/01/07 08:47:06
42,0.1886792452830188,0.4739583333333333,0.2090395480225988,0.0,0.8108116319444445,0.632768361581921,2026/01/07 08:48:05
43,0.5630252100840336,0.8677884615384616,0.0792079207920792,0.0,0.9020961538461538,0.3069306930693069,2026/01/07 08:49:17
44,0.0673076923076923,0.4019230769230769,0.0888888888888888,0.0,0.8300000000436072,0.3111111111111111,2026/01/07 08:50:41
45,0.4685990338164251,0.8541666666666666,0.1761363636363636,0.0,0.8618041666843821,0.6647727272727273,2026/01/07 08:51:42
46,0.14,0.5463709677419355,0.2660098522167488,0.005,0.819623655971125,0.3596059113300492,2026/01/07 08:52:54
47,0.0987261146496815,0.3604910714285714,0.3397435897435897,0.0,0.8217968748987691,0.5865384615384616,2026/01/07 08:53:57
48,0.1719298245614035,0.6142241379310345,0.2777777777777778,0.0,0.8883117815969779,0.8037037037037037,2026/01/07 08:54:56
49,0.4609053497942387,0.6379310344827587,0.0616740088105726,0.0,0.6578214796284894,0.2907488986784141,2026/01/07 08:56:03
50,0.181184668989547,0.4989754098360656,0.1983122362869198,0.0,0.8511997951284339,0.2911392405063291,2026/01/07 08:57:10
51,0.10619469026548672,0.5245098039215687,0.8315789473684211,0.0,0.8361764705743409,0.7052631578947368,2026/01/07 08:59:03
